"1";"0";"60";"http://stream.wusb.stonybrook.edu/content/7Sun-0000.mp3"
"2";"60";"120";"http://stream.wusb.stonybrook.edu/content/7Sun-0100.mp3"
"3";"120";"180";"http://stream.wusb.stonybrook.edu/content/7Sun-0200.mp3"
"4";"180";"240";"http://stream.wusb.stonybrook.edu/content/7Sun-0300.mp3"
"5";"240";"300";"http://stream.wusb.stonybrook.edu/content/7Sun-0400.mp3"
"6";"300";"360";"http://stream.wusb.stonybrook.edu/content/7Sun-0500.mp3"
"7";"360";"420";"http://stream.wusb.stonybrook.edu/content/7Sun-0600.mp3"
"8";"420";"480";"http://stream.wusb.stonybrook.edu/content/7Sun-0700.mp3"
"9";"480";"540";"http://stream.wusb.stonybrook.edu/content/7Sun-0800.mp3"
"10";"540";"600";"http://stream.wusb.stonybrook.edu/content/7Sun-0900.mp3"
"11";"600";"660";"http://stream.wusb.stonybrook.edu/content/7Sun-1000.mp3"
"12";"660";"690";"http://stream.wusb.stonybrook.edu/content/7Sun-1100.mp3"
"13";"690";"750";"http://stream.wusb.stonybrook.edu/content/7Sun-1130.mp3"
"14";"750";"810";"http://stream.wusb.stonybrook.edu/content/7Sun-1230.mp3"
"15";"810";"870";"http://stream.wusb.stonybrook.edu/content/7Sun-1330.mp3"
"16";"870";"930";"http://stream.wusb.stonybrook.edu/content/7Sun-1430.mp3"
"17";"930";"990";"http://stream.wusb.stonybrook.edu/content/7Sun-1530.mp3"
"18";"990";"1020";"http://stream.wusb.stonybrook.edu/content/7Sun-1630.mp3"
"19";"1020";"1080";"http://stream.wusb.stonybrook.edu/content/7Sun-1700.mp3"
"20";"1080";"1140";"http://stream.wusb.stonybrook.edu/content/7Sun-1800.mp3"
"21";"1140";"1200";"http://stream.wusb.stonybrook.edu/content/7Sun-1900.mp3"
"22";"1200";"1260";"http://stream.wusb.stonybrook.edu/content/7Sun-2000.mp3"
"23";"1260";"1320";"http://stream.wusb.stonybrook.edu/content/7Sun-2100.mp3"
"24";"1320";"1380";"http://stream.wusb.stonybrook.edu/content/7Sun-2200.mp3"
"25";"1380";"1440";"http://stream.wusb.stonybrook.edu/content/7Sun-2300.mp3"
"26";"1440";"1500";"http://stream.wusb.stonybrook.edu/content/1Mon-0000.mp3"
"27";"1500";"1560";"http://stream.wusb.stonybrook.edu/content/1Mon-0100.mp3"
"28";"1560";"1620";"http://stream.wusb.stonybrook.edu/content/1Mon-0200.mp3"
"29";"1620";"1680";"http://stream.wusb.stonybrook.edu/content/1Mon-0300.mp3"
"30";"1680";"1740";"http://stream.wusb.stonybrook.edu/content/1Mon-0400.mp3"
"31";"1740";"1800";"http://stream.wusb.stonybrook.edu/content/1Mon-0500.mp3"
"32";"1800";"1860";"http://stream.wusb.stonybrook.edu/content/1Mon-0600.mp3"
"33";"1860";"1920";"http://stream.wusb.stonybrook.edu/content/1Mon-0700.mp3"
"34";"1920";"1980";"http://stream.wusb.stonybrook.edu/content/1Mon-0800.mp3"
"35";"1980";"2040";"http://stream.wusb.stonybrook.edu/content/1Mon-0900.mp3"
"36";"2040";"2100";"http://stream.wusb.stonybrook.edu/content/1Mon-1000.mp3"
"37";"2100";"2160";"http://stream.wusb.stonybrook.edu/content/1Mon-1100.mp3"
"38";"2160";"2220";"http://stream.wusb.stonybrook.edu/content/1Mon-1200.mp3"
"39";"2220";"2250";"http://stream.wusb.stonybrook.edu/content/1Mon-1300.mp3"
"40";"2250";"2310";"http://stream.wusb.stonybrook.edu/content/1Mon-1330.mp3"
"41";"2310";"2370";"http://stream.wusb.stonybrook.edu/content/1Mon-1430.mp3"
"42";"2370";"2430";"http://stream.wusb.stonybrook.edu/content/1Mon-1530.mp3"
"43";"2430";"2460";"http://stream.wusb.stonybrook.edu/content/1Mon-1630.mp3"
"44";"2460";"2520";"http://stream.wusb.stonybrook.edu/content/1Mon-1700.mp3"
"45";"2520";"2580";"http://stream.wusb.stonybrook.edu/content/1Mon-1800.mp3"
"46";"2580";"2640";"http://stream.wusb.stonybrook.edu/content/1Mon-1900.mp3"
"47";"2640";"2700";"http://stream.wusb.stonybrook.edu/content/1Mon-2000.mp3"
"48";"2700";"2760";"http://stream.wusb.stonybrook.edu/content/1Mon-2100.mp3"
"49";"2760";"2820";"http://stream.wusb.stonybrook.edu/content/1Mon-2200.mp3"
"50";"2820";"2880";"http://stream.wusb.stonybrook.edu/content/1Mon-2300.mp3"
"51";"2880";"2940";"http://stream.wusb.stonybrook.edu/content/2Tue-0000.mp3"
"52";"2940";"3000";"http://stream.wusb.stonybrook.edu/content/2Tue-0100.mp3"
"53";"3000";"3060";"http://stream.wusb.stonybrook.edu/content/2Tue-0200.mp3"
"54";"3060";"3120";"http://stream.wusb.stonybrook.edu/content/2Tue-0300.mp3"
"55";"3120";"3180";"http://stream.wusb.stonybrook.edu/content/2Tue-0400.mp3"
"56";"3180";"3240";"http://stream.wusb.stonybrook.edu/content/2Tue-0500.mp3"
"57";"3240";"3270";"http://stream.wusb.stonybrook.edu/content/2Tue-0600.mp3"
"58";"3270";"3300";"http://stream.wusb.stonybrook.edu/content/2Tue-0630.mp3"
"59";"3300";"3360";"http://stream.wusb.stonybrook.edu/content/2Tue-0700.mp3"
"60";"3360";"3420";"http://stream.wusb.stonybrook.edu/content/2Tue-0800.mp3"
"61";"3420";"3480";"http://stream.wusb.stonybrook.edu/content/2Tue-0900.mp3"
"62";"3480";"3540";"http://stream.wusb.stonybrook.edu/content/2Tue-1000.mp3"
"63";"3540";"3600";"http://stream.wusb.stonybrook.edu/content/2Tue-1100.mp3"
"64";"3600";"3660";"http://stream.wusb.stonybrook.edu/content/2Tue-1200.mp3"
"65";"3660";"3720";"http://stream.wusb.stonybrook.edu/content/2Tue-1300.mp3"
"66";"3720";"3750";"http://stream.wusb.stonybrook.edu/content/2Tue-1400.mp3"
"67";"3750";"3810";"http://stream.wusb.stonybrook.edu/content/2Tue-1430.mp3"
"68";"3810";"3870";"http://stream.wusb.stonybrook.edu/content/2Tue-1530.mp3"
"69";"3870";"3900";"http://stream.wusb.stonybrook.edu/content/2Tue-1630.mp3"
"70";"3900";"3960";"http://stream.wusb.stonybrook.edu/content/2Tue-1700.mp3"
"71";"3960";"4020";"http://stream.wusb.stonybrook.edu/content/2Tue-1800.mp3"
"72";"4020";"4080";"http://stream.wusb.stonybrook.edu/content/2Tue-1900.mp3"
"73";"4080";"4140";"http://stream.wusb.stonybrook.edu/content/2Tue-2000.mp3"
"74";"4140";"4200";"http://stream.wusb.stonybrook.edu/content/2Tue-2100.mp3"
"75";"4200";"4260";"http://stream.wusb.stonybrook.edu/content/2Tue-2200.mp3"
"76";"4260";"4320";"http://stream.wusb.stonybrook.edu/content/2Tue-2300.mp3"
"77";"4320";"4380";"http://stream.wusb.stonybrook.edu/content/3Wed-0000.mp3"
"78";"4380";"4440";"http://stream.wusb.stonybrook.edu/content/3Wed-0100.mp3"
"79";"4440";"4500";"http://stream.wusb.stonybrook.edu/content/3Wed-0200.mp3"
"80";"4500";"4560";"http://stream.wusb.stonybrook.edu/content/3Wed-0300.mp3"
"81";"4560";"4620";"http://stream.wusb.stonybrook.edu/content/3Wed-0400.mp3"
"82";"4620";"4680";"http://stream.wusb.stonybrook.edu/content/3Wed-0500.mp3"
"83";"4680";"4710";"http://stream.wusb.stonybrook.edu/content/3Wed-0600.mp3"
"84";"4710";"4740";"http://stream.wusb.stonybrook.edu/content/3Wed-0630.mp3"
"85";"4740";"4800";"http://stream.wusb.stonybrook.edu/content/3Wed-0700.mp3"
"86";"4800";"4860";"http://stream.wusb.stonybrook.edu/content/3Wed-0800.mp3"
"87";"4860";"4920";"http://stream.wusb.stonybrook.edu/content/3Wed-0900.mp3"
"88";"4920";"4980";"http://stream.wusb.stonybrook.edu/content/3Wed-1000.mp3"
"89";"4980";"5040";"http://stream.wusb.stonybrook.edu/content/3Wed-1100.mp3"
"90";"5040";"5100";"http://stream.wusb.stonybrook.edu/content/3Wed-1200.mp3"
"91";"5100";"5160";"http://stream.wusb.stonybrook.edu/content/3Wed-1300.mp3"
"92";"5160";"5190";"http://stream.wusb.stonybrook.edu/content/3Wed-1400.mp3"
"93";"5190";"5250";"http://stream.wusb.stonybrook.edu/content/3Wed-1430.mp3"
"94";"5250";"5310";"http://stream.wusb.stonybrook.edu/content/3Wed-1530.mp3"
"95";"5310";"5340";"http://stream.wusb.stonybrook.edu/content/3Wed-1630.mp3"
"96";"5340";"5400";"http://stream.wusb.stonybrook.edu/content/3Wed-1700.mp3"
"97";"5400";"5460";"http://stream.wusb.stonybrook.edu/content/3Wed-1800.mp3"
"98";"5460";"5520";"http://stream.wusb.stonybrook.edu/content/3Wed-1900.mp3"
"99";"5520";"5580";"http://stream.wusb.stonybrook.edu/content/3Wed-2000.mp3"
"100";"5580";"5640";"http://stream.wusb.stonybrook.edu/content/3Wed-2100.mp3"
"101";"5640";"5700";"http://stream.wusb.stonybrook.edu/content/3Wed-2200.mp3"
"102";"5700";"5760";"http://stream.wusb.stonybrook.edu/content/3Wed-2300.mp3"
"103";"5760";"5820";"http://stream.wusb.stonybrook.edu/content/4Thu-0000.mp3"
"104";"5820";"5880";"http://stream.wusb.stonybrook.edu/content/4Thu-0100.mp3"
"105";"5880";"5940";"http://stream.wusb.stonybrook.edu/content/4Thu-0200.mp3"
"106";"5940";"6000";"http://stream.wusb.stonybrook.edu/content/4Thu-0300.mp3"
"107";"6000";"6060";"http://stream.wusb.stonybrook.edu/content/4Thu-0400.mp3"
"108";"6060";"6120";"http://stream.wusb.stonybrook.edu/content/4Thu-0500.mp3"
"109";"6120";"6150";"http://stream.wusb.stonybrook.edu/content/4Thu-0600.mp3"
"110";"6150";"6180";"http://stream.wusb.stonybrook.edu/content/4Thu-0630.mp3"
"111";"6180";"6240";"http://stream.wusb.stonybrook.edu/content/4Thu-0700.mp3"
"112";"6240";"6300";"http://stream.wusb.stonybrook.edu/content/4Thu-0800.mp3"
"113";"6300";"6360";"http://stream.wusb.stonybrook.edu/content/4Thu-0900.mp3"
"114";"6360";"6420";"http://stream.wusb.stonybrook.edu/content/4Thu-1000.mp3"
"115";"6420";"6480";"http://stream.wusb.stonybrook.edu/content/4Thu-1100.mp3"
"116";"6480";"6540";"http://stream.wusb.stonybrook.edu/content/4Thu-1200.mp3"
"117";"6540";"6600";"http://stream.wusb.stonybrook.edu/content/4Thu-1300.mp3"
"118";"6600";"6630";"http://stream.wusb.stonybrook.edu/content/4Thu-1400.mp3"
"119";"6630";"6690";"http://stream.wusb.stonybrook.edu/content/4Thu-1430.mp3"
"120";"6690";"6750";"http://stream.wusb.stonybrook.edu/content/4Thu-1530.mp3"
"121";"6750";"6780";"http://stream.wusb.stonybrook.edu/content/4Thu-1630.mp3"
"122";"6780";"6840";"http://stream.wusb.stonybrook.edu/content/4Thu-1700.mp3"
"123";"6840";"6900";"http://stream.wusb.stonybrook.edu/content/4Thu-1800.mp3"
"124";"6900";"6960";"http://stream.wusb.stonybrook.edu/content/4Thu-1900.mp3"
"125";"6960";"7020";"http://stream.wusb.stonybrook.edu/content/4Thu-2000.mp3"
"126";"7020";"7080";"http://stream.wusb.stonybrook.edu/content/4Thu-2100.mp3"
"127";"7080";"7140";"http://stream.wusb.stonybrook.edu/content/4Thu-2200.mp3"
"128";"7140";"7200";"http://stream.wusb.stonybrook.edu/content/4Thu-2300.mp3"
"129";"7200";"7260";"http://stream.wusb.stonybrook.edu/content/5Fri-0000.mp3"
"130";"7260";"7320";"http://stream.wusb.stonybrook.edu/content/5Fri-0100.mp3"
"131";"7320";"7380";"http://stream.wusb.stonybrook.edu/content/5Fri-0200.mp3"
"132";"7380";"7440";"http://stream.wusb.stonybrook.edu/content/5Fri-0300.mp3"
"133";"7440";"7500";"http://stream.wusb.stonybrook.edu/content/5Fri-0400.mp3"
"134";"7500";"7560";"http://stream.wusb.stonybrook.edu/content/5Fri-0500.mp3"
"135";"7560";"7590";"http://stream.wusb.stonybrook.edu/content/5Fri-0600.mp3"
"136";"7590";"7620";"http://stream.wusb.stonybrook.edu/content/5Fri-0630.mp3"
"137";"7620";"7680";"http://stream.wusb.stonybrook.edu/content/5Fri-0700.mp3"
"138";"7680";"7740";"http://stream.wusb.stonybrook.edu/content/5Fri-0800.mp3"
"139";"7740";"7800";"http://stream.wusb.stonybrook.edu/content/5Fri-0900.mp3"
"140";"7800";"7860";"http://stream.wusb.stonybrook.edu/content/5Fri-1000.mp3"
"141";"7860";"7920";"http://stream.wusb.stonybrook.edu/content/5Fri-1100.mp3"
"142";"7920";"7980";"http://stream.wusb.stonybrook.edu/content/5Fri-1200.mp3"
"143";"7980";"8040";"http://stream.wusb.stonybrook.edu/content/5Fri-1300.mp3"
"144";"8040";"8100";"http://stream.wusb.stonybrook.edu/content/5Fri-1400.mp3"
"145";"8100";"8160";"http://stream.wusb.stonybrook.edu/content/5Fri-1500.mp3"
"146";"8160";"8220";"http://stream.wusb.stonybrook.edu/content/5Fri-1600.mp3"
"147";"8220";"8280";"http://stream.wusb.stonybrook.edu/content/5Fri-1700.mp3"
"148";"8280";"8340";"http://stream.wusb.stonybrook.edu/content/5Fri-1800.mp3"
"149";"8340";"8400";"http://stream.wusb.stonybrook.edu/content/5Fri-1900.mp3"
"150";"8400";"8460";"http://stream.wusb.stonybrook.edu/content/5Fri-2000.mp3"
"151";"8460";"8520";"http://stream.wusb.stonybrook.edu/content/5Fri-2100.mp3"
"152";"8520";"8580";"http://stream.wusb.stonybrook.edu/content/5Fri-2200.mp3"
"153";"8580";"8610";"http://stream.wusb.stonybrook.edu/content/5Fri-2300.mp3"
"154";"8610";"8640";"http://stream.wusb.stonybrook.edu/content/5Fri-2330.mp3"
"155";"8640";"8700";"http://stream.wusb.stonybrook.edu/content/6Sat-0000.mp3"
"156";"8700";"8760";"http://stream.wusb.stonybrook.edu/content/6Sat-0100.mp3"
"157";"8760";"8820";"http://stream.wusb.stonybrook.edu/content/6Sat-0200.mp3"
"158";"8820";"8880";"http://stream.wusb.stonybrook.edu/content/6Sat-0300.mp3"
"159";"8880";"8940";"http://stream.wusb.stonybrook.edu/content/6Sat-0400.mp3"
"160";"8940";"9000";"http://stream.wusb.stonybrook.edu/content/6Sat-0500.mp3"
"161";"9000";"9030";"http://stream.wusb.stonybrook.edu/content/6Sat-0600.mp3"
"162";"9030";"9060";"http://stream.wusb.stonybrook.edu/content/6Sat-0630.mp3"
"163";"9060";"9120";"http://stream.wusb.stonybrook.edu/content/6Sat-0700.mp3"
"164";"9120";"9180";"http://stream.wusb.stonybrook.edu/content/6Sat-0800.mp3"
"165";"9180";"9240";"http://stream.wusb.stonybrook.edu/content/6Sat-0900.mp3"
"166";"9240";"9300";"http://stream.wusb.stonybrook.edu/content/6Sat-1000.mp3"
"167";"9300";"9360";"http://stream.wusb.stonybrook.edu/content/6Sat-1100.mp3"
"168";"9360";"9420";"http://stream.wusb.stonybrook.edu/content/6Sat-1200.mp3"
"169";"9420";"9480";"http://stream.wusb.stonybrook.edu/content/6Sat-1300.mp3"
"170";"9480";"9540";"http://stream.wusb.stonybrook.edu/content/6Sat-1400.mp3"
"171";"9540";"9600";"http://stream.wusb.stonybrook.edu/content/6Sat-1500.mp3"
"172";"9600";"9660";"http://stream.wusb.stonybrook.edu/content/6Sat-1600.mp3"
"173";"9660";"9720";"http://stream.wusb.stonybrook.edu/content/6Sat-1700.mp3"
"174";"9720";"9780";"http://stream.wusb.stonybrook.edu/content/6Sat-1800.mp3"
"175";"9780";"9840";"http://stream.wusb.stonybrook.edu/content/6Sat-1900.mp3"
"176";"9840";"9900";"http://stream.wusb.stonybrook.edu/content/6Sat-2000.mp3"
"177";"9900";"9930";"http://stream.wusb.stonybrook.edu/content/6Sat-2100.mp3"
"178";"9930";"9990";"http://stream.wusb.stonybrook.edu/content/6Sat-2130.mp3"
"179";"9990";"10050";"http://stream.wusb.stonybrook.edu/content/6Sat-2230.mp3"
"180";"10050";"0";"http://stream.wusb.stonybrook.edu/content/6Sat-2330.mp3"
